"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","Beskrivelse"
"08/11/2021 - 08:45","23/06/2025 - 10:51","Rush trampolinepark Larvik","Larvik","","Trampolinepark","✔"," 



rushhamar.png

      



 
Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"08/11/2021 - 08:48","23/06/2025 - 10:51","Rush trampolinepark Bærum","Bærum","","Trampolinepark","✔","


rushasker.jpg

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"08/11/2021 - 09:52","04/07/2025 - 08:10","Ulriksbanen","Bergen","","Opplevelse","✔","


ulrikken.jpg

      



10% rabatt for trivselsledere.
"
"11/11/2021 - 09:21","01/10/2025 - 14:58","Skyland Arendal","Arendal","anette@skyland.no","Hopping","✔","
Trivselsledere får 20% rabatt på inngang.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"11/11/2021 - 09:23","25/06/2024 - 09:20","Skyland Brotorvet","Bamble","anette@skyland.no","Hopping","✔","
Skyland Brotorvet tilbyr alle trivselsledere med gyldig kulturkort 20% rabatt på inngang.
"
"25/11/2021 - 11:36","12/09/2024 - 22:05","Drammen Padel","Drammen","info@drammenpadel.no","Padel","✔","Trivselsledere får spille til medlemspris kr 200,- på hverdager før kl. 16:00
For å benytte seg av tilbudet må man sende epost med fullt navn og epost til info@drammenpadel.no
"
"01/12/2021 - 12:55","26/06/2025 - 15:45","InterPadel Oslo","Oslo","oslo@interpadel.no ","Padel","✔","


interpadel.png

      



 
InterPadel Oslo gir Trivselsledere med gyldig kulturkort:
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
TL må huske og booke tid på forhånd ved å sende en e-post til oslo@interpadel.no
Gjelder alle dager!
"
"01/12/2021 - 13:39","03/12/2021 - 09:08","InterPadel Bergen","Bergen","usman@interpadel.no","Padel","✖","


interpadel.png

      



InterPadel Bergen gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 13:43","21/11/2024 - 10:46","InterPadel Letohallen","Eidsvoll","usman@interpadel.no ","Padel","✖","


interpadel.png

      



Interpadel Letohallen gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 13:47","03/12/2021 - 09:09","InterPadel Sandnes","Sandnes","usman@interpadel.no ","Padel","✖","


interpadel.png

      



InterPadel Sandnes gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 13:51","03/12/2021 - 09:09","InterPadel Sarpsborg","Sarpsborg","usman@interpadel.no ","Padel","✖","


interpadel.png

      



InterPadel Sarpsborg gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 13:54","03/12/2021 - 09:10","InterPadel Forus","Sandnes","usman@interpadel.no ","Padel","✖","


interpadel.png

      



InterPadel Forus gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 13:56","03/12/2021 - 09:09","InterPadel Stavanger Express","Stavanger","usman@interpadel.no ","Padel","✖","


interpadel.png

      



InterPadel Stavanger Express gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 13:59","03/12/2021 - 09:09","InterPadel Trondheim","Trondheim","usman@interpadel.no ","Padel","✖","


interpadel.png

      



OBS : Åpner snart...
InterPadel Trondheim gir Trivselsledere med Kulturkort
50% rabatt mellom 06:00-15:0025% rabatt fra 15:00-00:00
Gjelder alle dager
"
"01/12/2021 - 15:28","25/06/2025 - 11:05","Romerike bokseklubb","Lillestrøm","post@romerikebokseklubb.no","Boksing","✔","


romerikebokseklubb.jpg

      



Romerike Bokseklubb gir trivselsledere ""TL"" følgende:
- Gratis prøveuke
- Gratis innmeldingsavgift
- 50% på treningsavgift i 6 mnd
Ta med gyldig TL-kort 
"
"03/12/2021 - 09:25","20/10/2025 - 08:25","Aurora Kino Lakselv","Porsanger","","Kino","✔","


auroralakselv.png

      



Kinobillett til 115 kr for TL samt 115kr for en venn eller voksen. 
Husk og ta med gyldig kulturkort.
"
"03/12/2021 - 09:29","20/10/2025 - 08:25","Aurora Kino","Vardø","","Kino","✔","


auroravardo.png

      



Kinobillett til 115 kr for TL samt 115kr for en venn eller voksen. 
Husk og ta med gyldig kulturkort.
"
"03/12/2021 - 14:07","24/10/2023 - 14:29","Kraftverket Aktivitetspark","Sula","gaute.hole.vik@devoldfabrikken.no","Aktivitetspark","✔","


kraftverket.jpg

      



 
Trivselsleder får 50% avslag på inngang og foresatte kommer gratis inn.
Husk å ta med gyldig kulturkort OG INNESKO.
"
"06/12/2021 - 10:57","02/11/2023 - 15:24","Sprett Bowling Askim","Indre Østfold kommune","petter@sprettaktivitetspark.no","Bowling","✔","
 
Trivselsleder Kulturkortet gir også 2 runder bowling ink. Skoleie for 100kr 
Gjelder tirsdag til fredag, fra kl 12.00-17.00. 
Husk å ta med gyldig kulturkort.
"
"07/12/2021 - 09:03","05/05/2025 - 15:38","Strømsgodset Toppfotball","Drammen","signe@godset.no","Fotball","✔","


stromsgodset.png

      





 



Trivselsleder får gratis inngang på Strømsgodset Toppfotball sine hjemmekamper ved å møte opp i billettluken ved inngang 1 og vise frem gyldig kulturkort.
Billettboden åpner en time før kampstart.
Kulturkortet må vises frem ved inngang. 
"
"07/12/2021 - 12:49","18/12/2024 - 14:01","ODEON Kino Oslo","Oslo","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"07/12/2021 - 12:51","18/12/2024 - 14:01","ODEON kino Sandnes","Sandnes","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"07/12/2021 - 12:54","18/12/2024 - 14:00","ODEON Kino Sandvika","Bærum","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"07/12/2021 - 12:57","18/12/2024 - 14:00","ODEON kino Skien","Skien","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"07/12/2021 - 12:59","18/12/2024 - 14:00","ODEON Kino Sotra","Øygarden","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"07/12/2021 - 13:01","18/12/2024 - 14:00","ODEON Kino Stavanger","Stavanger","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
 
"
"07/12/2021 - 13:02","18/12/2024 - 13:59","ODEON Kino Ålesund","Ålesund","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"07/12/2021 - 14:33","21/11/2024 - 10:46","Panorama Kino Eidsvoll","Eidsvoll","Anita.Borrmann.Skoglund@eidsvoll.kommune.no","Kino","✔","


eidsvoll-panorama-logo.png

      



 
Trivselsledere med aktivt kulturkort får 2 for 1. på KINObilletten
Gjelder barn som er i følge med Trivselsleder.
Husk å ta med gyldig kulturkort.
"
"10/12/2021 - 08:45","02/11/2023 - 13:48","Gaustadbadet ","Fredrikstad","glnand@fredrikstad.kommune.no","Bading","✔","


gaustadbadet.png

      



 
 
TL og en venn/klassekamerat/voksen får 2 for 1 på inngang til badet.
Husk at barn under 10 år og ikke svæmmedyktige personer i alle alder må ha med en badende og svømmedyktig person over 18 år.
Husk å ta med gyldig kulturkort.
 
"
"10/12/2021 - 08:52","02/11/2023 - 13:51","Kongstenbadet","Fredrikstad","glnand@fredrikstad.kommune.no","Bading","✔","


kongstenbadet.jpg

      



 
TL og en venn/klassekamerat/voksen får 2 for 1 på inngang til badet.
Husk at barn under 10 år og ikke svæmmedyktige personer i alle alder må ha med en badende og svømmedyktig person over 18 år.
Husk å ta med gyldig kulturkort.
"
"10/12/2021 - 09:45","02/11/2023 - 13:49","Kongsten Friluftsbad","Fredrikstad","glnand@fredrikstad.kommune.no","Bading","✔","


kongstenbadetfriluft.jpg

      



 
TL og en venn/klassekamerat/voksen får 2 for 1 på inngang i perioden juni-september.
Barn under 10 år og ikke svømmedyktige personer i alle alder må ha med seg en badende og svømmedyktig person over 18 år.
"
"10/12/2021 - 10:45","18/12/2024 - 14:36","ODDS BALLKLUBB","Skien","line@odd.no","Fotball","✔","


odd.png

      



 
Gratis inngang for TL på kampdager såfremt det er ledige plasser. Billettene hentes ut senest 90 minutter før kampstart i billettlukene på Skagerak Arena.
Kulturkortet må fremvises ved henting av billettene.
"
"13/12/2021 - 08:58","23/06/2025 - 12:47","MiA - Eidsvoll Bygdetun","Eidsvoll","","Museum","✔","


mia2.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 09:55","23/06/2025 - 12:48","MiA - Gamle Hvam Museum","Nes","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 10:16","13/12/2021 - 10:25","FANA Paintball","Bergen","post@fanapaintball.no","Paintball","✔","


fanapaintball.jpg

      


2 for 1 på leie av utstyr og camo kjeledress på drop-in arrangement i regi av Fana Paintball.Leie utstyr 125,- Leie camo kjeledress 79,-- Gratis deltakeravgift/ leie av utstyr ved booking av privat arrangement.
Dette gjelder alle i gruppen, uansett antall deltakere.Normal pris ukedag 19,- pr pers. Normalpris helg 79,- pr pers. Mantrenger da kun å betale for de kulene man bruker. 
"
"13/12/2021 - 10:42","23/06/2025 - 12:49","MiA -  Linderud Gård","Oslo","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 10:51","23/06/2025 - 12:48","MiA - Stein skole","Nes","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 10:55","23/06/2025 - 12:48","MiA - Funnefoss Industriarbeidermuseum","Nes","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 11:14","23/06/2025 - 12:49","MiA - Aurskog-Høland Bygdetun","Aurskog-Høland","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 11:17","23/06/2025 - 12:46","MiA - Besøkssenter våtmark Nordre Øyern","Lillestrøm","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 11:19","23/06/2025 - 12:47","MiA - Fetsund lenser","Lillestrøm","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 11:50","23/06/2025 - 12:46","MiA - Skedsmo Bygdemuseum","Lillestrøm","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"13/12/2021 - 11:56","21/11/2024 - 11:44","MiA - Tertitten Urskog-Hølandsbanen","Lillestrøm","marit.gjermundrod@mia.no","Museum","✔","


mia.png

      



Barn med Kulturkortet får «3 reisende for prisen av 2» på museumsjernbanen Tertitten (vi spanderer den rimeligste billetten).
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang
"
"14/12/2021 - 09:29","23/06/2025 - 12:47","MiA - Asker museum","Asker","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"14/12/2021 - 09:33","23/06/2025 - 12:49","MiA - Oslofjordmuseet","Oslo","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"14/12/2021 - 09:36","23/06/2025 - 12:47","MiA - Grinimuseet","Bærum","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"14/12/2021 - 09:39","23/06/2025 - 12:46","MiA - Follo museum","Nordre Follo kommune","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"14/12/2021 - 09:42","23/06/2025 - 12:46","MiA - Roald Amundsens hjem","Nordre Follo kommune","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"14/12/2021 - 09:44","23/06/2025 - 12:48","MiA - Avistegnernes hus","Frogn","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
